,lgbm_OA,lgbm_F1,rf_OA,rf_F1
2018,90.88803088803088,90.78107942875756,86.71814671814673,86.49447910713913
2019,90.8108108108108,90.60697397340937,86.02316602316603,85.50600016132655
2020,88.4942084942085,88.22913872797633,84.7104247104247,84.1227664237527
2021,89.34362934362933,89.07890411713855,84.63320463320463,84.15799771022128
2022,88.8030888030888,88.61368133042143,83.24324324324326,82.56600218070244
2023,86.87258687258688,86.67660124775473,81.62162162162163,80.89682655781623
2024,85.71428571428571,85.61109816298844,80.69498069498069,80.36321244323715
